type,id,attributes.state,attributes.lastLocationUpdate,attributes.lastStateChange,attributes.batteryLevel,attributes.currentRangeMeters,attributes.lat,attributes.lng,attributes.maxSpeed,attributes.zoneId,attributes.code,attributes.iotVendor,attributes.licencePlate,attributes.isRentable,attributes.vehicleType,attributes.hasHelmetBox,attributes.hasHelmet
vehicle,17e10bc1-c0e8-4b41-872c-ade18c652ecd,ACTIVE,2023-09-22T08:25:59Z,2023-09-21T00:50:13Z,52,21000,51.34467,12.370545,20,LEIPZIG,361245,ninebot_g3,941WOS,True,escooter,False,False
vehicle,b2c67be9-2fc4-454a-9c10-ef7e007627ea,ACTIVE,2023-09-22T06:27:40Z,2023-09-21T00:50:12Z,66,29000,51.335548,12.355943,20,LEIPZIG,363003,ninebot_g3,939WOS,True,escooter,False,False
vehicle,cf3c3ffa-35e1-419e-9477-2019be5d949f,ACTIVE,2023-09-21T23:26:46Z,2023-09-21T20:23:28Z,92,43000,51.332326,12.395385,20,LEIPZIG,363004,ninebot_g3,106WOS,True,escooter,False,False
vehicle,3843394f-7a4e-4d0e-a958-2c11f7ab5cb6,ACTIVE,2023-09-22T08:15:03Z,2023-09-20T21:07:50Z,89,41000,51.36391,12.402548,20,LEIPZIG,363049,ninebot_g3,948WOS,True,escooter,False,False
vehicle,018410fb-ce81-4b61-a04c-153e63761dd8,ACTIVE,2023-09-22T07:48:19Z,2023-09-12T10:28:59Z,59,25000,51.302797,12.426295,20,LEIPZIG,364273,ninebot_g3,081WOS,True,escooter,False,False
vehicle,23760a48-6233-4604-b055-b86260d47317,ACTIVE,2023-09-22T02:49:05Z,2023-09-15T10:30:01Z,69,30000,51.323048,12.287378,20,LEIPZIG,364298,ninebot_g3,122WOD,True,escooter,False,False
vehicle,7c642dda-67b2-4919-8f1a-d14c2deddfab,ACTIVE,2023-09-21T00:38:36Z,2023-09-20T21:19:03Z,86,40000,51.348088,12.390882,20,LEIPZIG,365447,ninebot_g3,064WOS,True,escooter,False,False
vehicle,c73ed5a0-6da6-48fe-9556-6bd4fe43606e,ACTIVE,2023-09-21T18:12:46Z,2023-09-16T21:50:07Z,47,18000,51.347586,12.313356,20,LEIPZIG,365490,ninebot_g3,726WNT,True,escooter,False,False
vehicle,44eb13e9-01b7-418e-8907-1ccb6ad01d5e,ACTIVE,2023-09-21T15:52:18Z,2023-09-20T19:07:50Z,87,40000,51.301171,12.395698,20,LEIPZIG,365844,ninebot_g3,637WNT,True,escooter,False,False
vehicle,ba4a6d8b-9a95-428f-b2fc-9dc6b9ca0278,ACTIVE,2023-09-22T08:23:17Z,2023-09-18T19:10:40Z,86,40000,51.302883,12.42623,20,LEIPZIG,365857,ninebot_g3,149WOD,True,escooter,False,False
