type,id,attributes.state,attributes.lastLocationUpdate,attributes.lastStateChange,attributes.batteryLevel,attributes.currentRangeMeters,attributes.lat,attributes.lng,attributes.maxSpeed,attributes.zoneId,attributes.code,attributes.iotVendor,attributes.licencePlate,attributes.isRentable,attributes.vehicleType,attributes.hasHelmetBox,attributes.hasHelmet
vehicle,a5f8abcc-2d21-4145-a2a9-86680dc62216,ACTIVE,2024-04-03T16:23:59Z,2024-04-02T00:23:30Z,86,40000,51.359301,12.414679,20,LEIPZIG,375414,ninebot_g3,450IIC,True,escooter,False,False
vehicle,44e94fa0-8a58-45a5-8db7-d82f5606f8bf,ACTIVE,2024-04-03T12:59:17Z,2024-04-01T07:29:04Z,45,17000,51.351253,12.346037,20,LEIPZIG,376149,ninebot_g3,288IIC,True,escooter,False,False
vehicle,950c48d5-0a18-41e6-a299-44e2b5028c77,ACTIVE,2024-04-03T12:25:38Z,2024-03-31T21:25:23Z,58,24000,51.349872,12.46325,20,LEIPZIG,376199,ninebot_g3,475IIC,True,escooter,False,False
vehicle,a9410d9c-a20b-484e-a1d6-b3986194fab7,ACTIVE,2024-04-03T15:38:37Z,2024-04-02T00:10:30Z,88,41000,51.362935,12.373886,20,LEIPZIG,377456,ninebot_g3,054IIC,True,escooter,False,False
vehicle,e876fec6-47fe-4b9c-b4ba-4e46c049e26b,ACTIVE,2024-04-03T14:55:37Z,2024-04-02T21:36:25Z,75,34000,51.317958,12.368693,20,LEIPZIG,377500,ninebot_g3,346IIC,True,escooter,False,False
vehicle,690614e8-7457-43a1-8aa5-5d0a90e84eb5,ACTIVE,2024-04-03T14:58:54Z,2024-03-30T18:33:08Z,77,35000,51.343903,12.428719,20,LEIPZIG,377507,ninebot_g3,265IIC,True,escooter,False,False
vehicle,c11f1161-1299-4707-b09d-bca950215949,ACTIVE,2024-04-03T11:47:22Z,2024-04-01T19:15:44Z,47,18000,51.361049,12.370175,20,LEIPZIG,377520,ninebot_g3,305IIC,True,escooter,False,False
vehicle,b17251ab-c831-4e99-b39a-b416201e4c2d,ACTIVE,2024-04-03T16:39:31Z,2024-04-01T20:08:31Z,77,35000,51.344651,12.370642,20,LEIPZIG,377524,ninebot_g3,004IIC,True,escooter,False,False
vehicle,af654ee3-1181-4a9e-bb78-bd3377565c70,ACTIVE,2024-04-03T15:09:47Z,2024-03-31T18:16:00Z,78,35000,51.337864,12.340329,20,LEIPZIG,377536,ninebot_g3,075IIC,True,escooter,False,False
vehicle,441eea1d-b654-4ce3-9673-40b77ba21c64,ACTIVE,2024-04-03T15:04:49Z,2024-03-25T20:31:26Z,60,25000,51.30281,12.42627,20,LEIPZIG,377542,ninebot_g3,003IIC,True,escooter,False,False
vehicle,f26062a4-493d-4b95-bef9-bd9c6a859313,ACTIVE,2024-04-03T15:20:18Z,2024-04-02T23:56:18Z,88,41000,51.34119,12.324047,20,LEIPZIG,377553,ninebot_g3,477IIC,True,escooter,False,False
vehicle,644f0d5a-42ea-4431-b5f7-233e437b687d,ACTIVE,2024-04-03T16:22:09Z,2024-03-31T18:52:20Z,66,29000,51.341154,12.324045,20,LEIPZIG,377557,ninebot_g3,235IIC,True,escooter,False,False
vehicle,0c10e477-7f03-4265-bd64-c5ab409b4bb7,ACTIVE,2024-04-03T15:05:39Z,2024-03-25T20:14:53Z,33,10000,51.319315,12.418565,20,LEIPZIG,377561,ninebot_g3,374IIC,True,escooter,False,False
vehicle,1b308a07-15a0-4952-a25b-954fcfc7debd,ACTIVE,2024-04-03T15:07:18Z,2024-03-30T11:37:43Z,40,14000,51.402205,12.409531,20,LEIPZIG,377564,ninebot_g3,258IIC,True,escooter,False,False
vehicle,929a8ec2-45e0-4fb5-86e5-e9af418eac55,ACTIVE,2024-04-03T16:38:27Z,2024-04-02T19:37:27Z,90,42000,51.319379,12.418488,20,LEIPZIG,377571,ninebot_g3,402IIC,True,escooter,False,False
